0x56063bf2e000,/root/Desktop/pin-3.7-97619-g0d0c92f4f-gcc-linux/source/tools/ManualExamples/prog,0x56063bf2b030,printf@plt,5

0x7f0216db4000,/lib/x86_64-linux-gnu/libc.so.6,0x7f0216c1b000,.plt,4

0x7f0216db4000,/lib/x86_64-linux-gnu/libc.so.6,0x7f0216c745d0,_IO_file_stat,4

0x7f0216db4000,/lib/x86_64-linux-gnu/libc.so.6,0x7f0216c1b1d0,_dl_find_dso_for_object@plt,3

0x56063bf2e000,/root/Desktop/pin-3.7-97619-g0d0c92f4f-gcc-linux/source/tools/ManualExamples/prog,0x56063bf2b234,_fini,3

0x7f022a523000,/lib64/ld-linux-x86-64.so.2,0x7f022a50a910,_dl_debug_state,2

0x7f022a523000,/lib64/ld-linux-x86-64.so.2,0x7f022a4fc010,_dl_catch_exception@plt,2

0x7f0216db4000,/lib/x86_64-linux-gnu/libc.so.6,0x7f0216c304f0,_setjmp,2

0x7f0216db4000,/lib/x86_64-linux-gnu/libc.so.6,0x7f0216c33270,__cxa_atexit,2

0x56063bf2e000,/root/Desktop/pin-3.7-97619-g0d0c92f4f-gcc-linux/source/tools/ManualExamples/prog,0x56063bf2b020,.plt,2

0x7f0216db4000,/lib/x86_64-linux-gnu/libc.so.6,0x7f0216c1b2b0,@plt,1

0x7f0216db4000,/lib/x86_64-linux-gnu/libc.so.6,0x7f0216c1b300,.plt.got,1

0x56063bf2e000,/root/Desktop/pin-3.7-97619-g0d0c92f4f-gcc-linux/source/tools/ManualExamples/prog,0x56063bf2b130,frame_dummy,1

0x56063bf2e000,/root/Desktop/pin-3.7-97619-g0d0c92f4f-gcc-linux/source/tools/ManualExamples/prog,0x56063bf2b040,.plt.got,1

